date,center_id,center_name,total_doses_administered,appointments_scheduled,doses_via_appointment,doses_via_walkin,no_shows,no_show_rate
2022-02-15,MLD-03,Vahedieh Health Center,676,508,474,202,34,0.0669
2022-02-15,MLD-04,Sadeghieh-e Malard Vaccination Center,543,430,374,169,56,0.1302
2022-02-15,MLD-05,Chelab Rural Vaccination Center,382,264,229,153,35,0.1326
2022-02-16,MLD-01,Malard Central Health Center,814,600,545,269,55,0.0917
2022-02-16,MLD-02,Sabashahr Health Center,738,552,511,227,41,0.0743
2022-02-16,MLD-03,Vahedieh Health Center,641,489,453,188,36,0.0736
2022-02-16,MLD-04,Sadeghieh-e Malard Vaccination Center,615,437,415,200,22,0.0503
2022-02-16,MLD-05,Chelab Rural Vaccination Center,448,378,322,126,56,0.1481
2022-02-17,MLD-01,Malard Central Health Center,726,601,502,224,99,0.1647
2022-02-17,MLD-02,Sabashahr Health Center,618,523,424,194,99,0.1893
2022-02-17,MLD-03,Vahedieh Health Center,626,485,416,210,69,0.1423
2022-02-17,MLD-04,Sadeghieh-e Malard Vaccination Center,520,406,339,181,67,0.165
2022-02-17,MLD-05,Chelab Rural Vaccination Center,329,244,204,125,40,0.1639
2022-02-18,MLD-01,Malard Central Health Center,302,221,199,103,22,0.0995
2022-02-18,MLD-02,Sabashahr Health Center,241,193,174,67,19,0.0984
2022-02-18,MLD-03,Vahedieh Health Center,222,140,122,100,18,0.1286
2022-02-18,MLD-04,Sadeghieh-e Malard Vaccination Center,226,188,164,62,24,0.1277
2022-02-18,MLD-05,Chelab Rural Vaccination Center,161,112,99,62,13,0.1161
2022-02-19,MLD-01,Malard Central Health Center,908,717,666,242,51,0.0711
2022-02-19,MLD-02,Sabashahr Health Center,721,521,446,275,75,0.144
2022-02-19,MLD-03,Vahedieh Health Center,616,449,408,208,41,0.0913
2022-02-19,MLD-04,Sadeghieh-e Malard Vaccination Center,575,424,367,208,57,0.1344
2022-02-19,MLD-05,Chelab Rural Vaccination Center,491,376,328,163,48,0.1277
2022-02-20,MLD-01,Malard Central Health Center,867,725,609,258,116,0.16
2022-02-20,MLD-02,Sabashahr Health Center,826,540,484,342,56,0.1037
2022-02-20,MLD-03,Vahedieh Health Center,632,465,418,214,47,0.1011
2022-02-20,MLD-04,Sadeghieh-e Malard Vaccination Center,600,444,408,192,36,0.0811
2022-02-20,MLD-05,Chelab Rural Vaccination Center,413,321,276,137,45,0.1402
2022-02-21,MLD-01,Malard Central Health Center,797,646,572,225,74,0.1146
2022-02-21,MLD-02,Sabashahr Health Center,831,729,642,189,87,0.1193
2022-02-21,MLD-03,Vahedieh Health Center,636,496,427,209,69,0.1391
2022-02-21,MLD-04,Sadeghieh-e Malard Vaccination Center,702,502,469,233,33,0.0657
2022-02-21,MLD-05,Chelab Rural Vaccination Center,415,339,292,123,47,0.1386
2022-02-22,MLD-01,Malard Central Health Center,974,624,591,383,33,0.0529
2022-02-22,MLD-02,Sabashahr Health Center,758,650,579,179,71,0.1092
2022-02-22,MLD-03,Vahedieh Health Center,626,442,419,207,23,0.052
2022-02-22,MLD-04,Sadeghieh-e Malard Vaccination Center,532,334,292,240,42,0.1257
2022-02-22,MLD-05,Chelab Rural Vaccination Center,464,331,292,172,39,0.1178
2022-02-23,MLD-01,Malard Central Health Center,872,673,598,274,75,0.1114
2022-02-23,MLD-02,Sabashahr Health Center,709,585,521,188,64,0.1094
2022-02-23,MLD-03,Vahedieh Health Center,636,443,404,232,39,0.088
2022-02-23,MLD-04,Sadeghieh-e Malard Vaccination Center,627,498,423,204,75,0.1506
2022-02-23,MLD-05,Chelab Rural Vaccination Center,487,376,339,148,37,0.0984
2022-02-24,MLD-01,Malard Central Health Center,699,473,413,286,60,0.1268
2022-02-24,MLD-02,Sabashahr Health Center,689,543,465,224,78,0.1436
2022-02-24,MLD-03,Vahedieh Health Center,542,439,376,166,63,0.1435
2022-02-24,MLD-04,Sadeghieh-e Malard Vaccination Center,489,363,308,181,55,0.1515
2022-02-24,MLD-05,Chelab Rural Vaccination Center,412,323,277,135,46,0.1424
2022-02-25,MLD-01,Malard Central Health Center,322,257,225,97,32,0.1245
2022-02-25,MLD-02,Sabashahr Health Center,266,229,200,66,29,0.1266
2022-02-25,MLD-03,Vahedieh Health Center,226,158,137,89,21,0.1329
2022-02-25,MLD-04,Sadeghieh-e Malard Vaccination Center,206,141,118,88,23,0.1631
2022-02-25,MLD-05,Chelab Rural Vaccination Center,146,109,94,52,15,0.1376
2022-02-26,MLD-01,Malard Central Health Center,818,687,611,207,76,0.1106
2022-02-26,MLD-02,Sabashahr Health Center,682,552,488,194,64,0.1159
2022-02-26,MLD-03,Vahedieh Health Center,696,551,476,220,75,0.1361
2022-02-26,MLD-04,Sadeghieh-e Malard Vaccination Center,667,599,493,174,106,0.177
2022-02-26,MLD-05,Chelab Rural Vaccination Center,442,274,243,199,31,0.1131
2022-02-27,MLD-01,Malard Central Health Center,791,629,556,235,73,0.1161
2022-02-27,MLD-02,Sabashahr Health Center,709,495,438,271,57,0.1152
2022-02-27,MLD-03,Vahedieh Health Center,681,537,475,206,62,0.1155
2022-02-27,MLD-04,Sadeghieh-e Malard Vaccination Center,627,532,487,140,45,0.0846
2022-02-27,MLD-05,Chelab Rural Vaccination Center,490,428,371,119,57,0.1332
2022-02-28,MLD-01,Malard Central Health Center,941,648,587,354,61,0.0941
2022-02-28,MLD-02,Sabashahr Health Center,780,585,518,262,67,0.1145
2022-02-28,MLD-03,Vahedieh Health Center,587,424,397,190,27,0.0637
2022-02-28,MLD-04,Sadeghieh-e Malard Vaccination Center,544,344,303,241,41,0.1192
2022-02-28,MLD-05,Chelab Rural Vaccination Center,432,317,302,130,15,0.0473
2022-03-01,MLD-01,Malard Central Health Center,870,698,595,275,103,0.1476
2022-03-01,MLD-02,Sabashahr Health Center,705,579,491,214,88,0.152
2022-03-01,MLD-03,Vahedieh Health Center,622,501,428,194,73,0.1457
2022-03-01,MLD-04,Sadeghieh-e Malard Vaccination Center,643,500,428,215,72,0.144
2022-03-01,MLD-05,Chelab Rural Vaccination Center,477,346,316,161,30,0.0867
2022-03-02,MLD-01,Malard Central Health Center,806,661,562,244,99,0.1498
2022-03-02,MLD-02,Sabashahr Health Center,708,442,393,315,49,0.1109
2022-03-02,MLD-03,Vahedieh Health Center,655,479,422,233,57,0.119
2022-03-02,MLD-04,Sadeghieh-e Malard Vaccination Center,643,503,444,199,59,0.1173
2022-03-02,MLD-05,Chelab Rural Vaccination Center,452,346,305,147,41,0.1185
2022-03-03,MLD-01,Malard Central Health Center,704,519,461,243,58,0.1118
2022-03-03,MLD-02,Sabashahr Health Center,574,498,410,164,88,0.1767
2022-03-03,MLD-03,Vahedieh Health Center,514,392,330,184,62,0.1582
2022-03-03,MLD-04,Sadeghieh-e Malard Vaccination Center,559,511,403,156,108,0.2114
2022-03-03,MLD-05,Chelab Rural Vaccination Center,363,304,238,125,66,0.2171
2022-03-04,MLD-01,Malard Central Health Center,304,224,197,107,27,0.1205
2022-03-04,MLD-02,Sabashahr Health Center,236,178,157,79,21,0.118
2022-03-04,MLD-03,Vahedieh Health Center,203,157,133,70,24,0.1529
2022-03-04,MLD-04,Sadeghieh-e Malard Vaccination Center,197,154,136,61,18,0.1169
2022-03-04,MLD-05,Chelab Rural Vaccination Center,156,100,88,68,12,0.12
2022-03-05,MLD-01,Malard Central Health Center,869,772,667,202,105,0.136
2022-03-05,MLD-02,Sabashahr Health Center,642,501,423,219,78,0.1557
2022-03-05,MLD-03,Vahedieh Health Center,594,476,436,158,40,0.084
2022-03-05,MLD-04,Sadeghieh-e Malard Vaccination Center,581,442,396,185,46,0.1041
2022-03-05,MLD-05,Chelab Rural Vaccination Center,421,312,277,144,35,0.1122
2022-03-06,MLD-01,Malard Central Health Center,794,678,578,216,100,0.1475
2022-03-06,MLD-02,Sabashahr Health Center,690,556,497,193,59,0.1061
2022-03-06,MLD-03,Vahedieh Health Center,671,505,454,217,51,0.101
2022-03-06,MLD-04,Sadeghieh-e Malard Vaccination Center,495,389,335,160,54,0.1388
2022-03-06,MLD-05,Chelab Rural Vaccination Center,400,300,258,142,42,0.14
2022-03-07,MLD-01,Malard Central Health Center,757,524,463,294,61,0.1164
2022-03-07,MLD-02,Sabashahr Health Center,782,610,519,263,91,0.1492
2022-03-07,MLD-03,Vahedieh Health Center,572,462,422,150,40,0.0866
2022-03-07,MLD-04,Sadeghieh-e Malard Vaccination Center,543,326,312,231,14,0.0429
2022-03-07,MLD-05,Chelab Rural Vaccination Center,387,267,243,144,24,0.0899
2022-03-08,MLD-01,Malard Central Health Center,769,604,544,225,60,0.0993
2022-03-08,MLD-02,Sabashahr Health Center,625,471,397,228,74,0.1571
2022-03-08,MLD-03,Vahedieh Health Center,616,452,417,199,35,0.0774
2022-03-08,MLD-04,Sadeghieh-e Malard Vaccination Center,616,473,407,209,66,0.1395
2022-03-08,MLD-05,Chelab Rural Vaccination Center,362,289,249,113,40,0.1384
2022-03-09,MLD-01,Malard Central Health Center,760,533,490,270,43,0.0807
2022-03-09,MLD-02,Sabashahr Health Center,680,542,502,178,40,0.0738
2022-03-09,MLD-03,Vahedieh Health Center,591,516,447,144,69,0.1337
2022-03-09,MLD-04,Sadeghieh-e Malard Vaccination Center,521,333,294,227,39,0.1171
2022-03-09,MLD-05,Chelab Rural Vaccination Center,410,302,272,138,30,0.0993
2022-03-10,MLD-01,Malard Central Health Center,717,602,510,207,92,0.1528
2022-03-10,MLD-02,Sabashahr Health Center,552,453,363,189,90,0.1987
2022-03-10,MLD-03,Vahedieh Health Center,442,330,283,159,47,0.1424
2022-03-10,MLD-04,Sadeghieh-e Malard Vaccination Center,474,369,297,177,72,0.1951
2022-03-10,MLD-05,Chelab Rural Vaccination Center,304,227,186,118,41,0.1806
2022-03-11,MLD-01,Malard Central Health Center,261,203,180,81,23,0.1133
2022-03-11,MLD-02,Sabashahr Health Center,213,166,137,76,29,0.1747
2022-03-11,MLD-03,Vahedieh Health Center,186,139,124,62,15,0.1079
2022-03-11,MLD-04,Sadeghieh-e Malard Vaccination Center,214,161,148,66,13,0.0807
2022-03-11,MLD-05,Chelab Rural Vaccination Center,131,87,82,49,5,0.0575
2022-03-12,MLD-01,Malard Central Health Center,697,493,445,252,48,0.0974
2022-03-12,MLD-02,Sabashahr Health Center,652,464,423,229,41,0.0884
2022-03-12,MLD-03,Vahedieh Health Center,572,476,403,169,73,0.1534
2022-03-12,MLD-04,Sadeghieh-e Malard Vaccination Center,520,353,325,195,28,0.0793
2022-03-12,MLD-05,Chelab Rural Vaccination Center,356,266,236,120,30,0.1128
2022-03-13,MLD-01,Malard Central Health Center,762,590,518,244,72,0.122
2022-03-13,MLD-02,Sabashahr Health Center,596,516,426,170,90,0.1744
2022-03-13,MLD-03,Vahedieh Health Center,557,401,364,193,37,0.0923
2022-03-13,MLD-04,Sadeghieh-e Malard Vaccination Center,529,437,376,153,61,0.1396
2022-03-13,MLD-05,Chelab Rural Vaccination Center,363,278,242,121,36,0.1295
2022-03-14,MLD-01,Malard Central Health Center,719,568,502,217,66,0.1162
2022-03-14,MLD-02,Sabashahr Health Center,630,506,459,171,47,0.0929
2022-03-14,MLD-03,Vahedieh Health Center,617,433,400,217,33,0.0762
2022-03-14,MLD-04,Sadeghieh-e Malard Vaccination Center,529,358,336,193,22,0.0615
2022-03-14,MLD-05,Chelab Rural Vaccination Center,292,219,198,94,21,0.0959
2022-03-15,MLD-01,Malard Central Health Center,711,454,424,287,30,0.0661
2022-03-15,MLD-02,Sabashahr Health Center,583,399,362,221,37,0.0927
2022-03-15,MLD-03,Vahedieh Health Center,532,424,370,162,54,0.1274
2022-03-15,MLD-04,Sadeghieh-e Malard Vaccination Center,519,380,334,185,46,0.1211
2022-03-15,MLD-05,Chelab Rural Vaccination Center,378,294,258,120,36,0.1224
2022-03-16,MLD-01,Malard Central Health Center,678,504,437,241,67,0.1329
2022-03-16,MLD-02,Sabashahr Health Center,617,570,474,143,96,0.1684
2022-03-16,MLD-03,Vahedieh Health Center,576,408,367,209,41,0.1005
2022-03-16,MLD-04,Sadeghieh-e Malard Vaccination Center,457,362,307,150,55,0.1519
2022-03-16,MLD-05,Chelab Rural Vaccination Center,336,270,238,98,32,0.1185
2022-03-17,MLD-01,Malard Central Health Center,585,493,419,166,74,0.1501
2022-03-17,MLD-02,Sabashahr Health Center,532,478,403,129,75,0.1569
2022-03-17,MLD-03,Vahedieh Health Center,479,475,360,119,115,0.2421
2022-03-17,MLD-04,Sadeghieh-e Malard Vaccination Center,398,403,327,71,76,0.1886
2022-03-17,MLD-05,Chelab Rural Vaccination Center,296,232,189,107,43,0.1853
2022-03-18,MLD-01,Malard Central Health Center,239,180,153,86,27,0.15
2022-03-18,MLD-02,Sabashahr Health Center,211,164,146,65,18,0.1098
2022-03-18,MLD-03,Vahedieh Health Center,170,138,122,48,16,0.1159
2022-03-18,MLD-04,Sadeghieh-e Malard Vaccination Center,165,145,125,40,20,0.1379
2022-03-18,MLD-05,Chelab Rural Vaccination Center,138,118,102,36,16,0.1356
2022-03-19,MLD-01,Malard Central Health Center,713,489,425,288,64,0.1309
2022-03-19,MLD-02,Sabashahr Health Center,612,441,406,206,35,0.0794
2022-03-19,MLD-03,Vahedieh Health Center,447,348,296,151,52,0.1494
2022-03-19,MLD-04,Sadeghieh-e Malard Vaccination Center,536,414,359,177,55,0.1329
2022-03-19,MLD-05,Chelab Rural Vaccination Center,343,287,253,90,34,0.1185
2022-03-20,MLD-01,Malard Central Health Center,704,586,527,177,59,0.1007
2022-03-20,MLD-02,Sabashahr Health Center,591,484,418,173,66,0.1364
2022-03-20,MLD-03,Vahedieh Health Center,541,416,376,165,40,0.0962
2022-03-20,MLD-04,Sadeghieh-e Malard Vaccination Center,451,362,329,122,33,0.0912
2022-03-20,MLD-05,Chelab Rural Vaccination Center,334,255,242,92,13,0.051
2022-03-21,MLD-01,Malard Central Health Center,671,528,473,198,55,0.1042
2022-03-21,MLD-02,Sabashahr Health Center,624,531,453,171,78,0.1469
2022-03-21,MLD-03,Vahedieh Health Center,467,376,319,148,57,0.1516
2022-03-21,MLD-04,Sadeghieh-e Malard Vaccination Center,487,415,347,140,68,0.1639
2022-03-21,MLD-05,Chelab Rural Vaccination Center,294,232,207,87,25,0.1078
2022-03-22,MLD-01,Malard Central Health Center,626,523,480,146,43,0.0822
2022-03-22,MLD-02,Sabashahr Health Center,583,426,368,215,58,0.1362
2022-03-22,MLD-03,Vahedieh Health Center,467,345,316,151,29,0.0841
2022-03-22,MLD-04,Sadeghieh-e Malard Vaccination Center,437,316,281,156,35,0.1108
2022-03-22,MLD-05,Chelab Rural Vaccination Center,387,317,287,100,30,0.0946
2022-03-23,MLD-01,Malard Central Health Center,700,594,505,195,89,0.1498
2022-03-23,MLD-02,Sabashahr Health Center,582,428,379,203,49,0.1145
2022-03-23,MLD-03,Vahedieh Health Center,425,357,320,105,37,0.1036
2022-03-23,MLD-04,Sadeghieh-e Malard Vaccination Center,416,303,269,147,34,0.1122
2022-03-23,MLD-05,Chelab Rural Vaccination Center,369,346,298,71,48,0.1387
2022-03-24,MLD-01,Malard Central Health Center,463,362,305,158,57,0.1575
2022-03-24,MLD-02,Sabashahr Health Center,445,399,328,117,71,0.1779
2022-03-24,MLD-03,Vahedieh Health Center,410,363,287,123,76,0.2094
2022-03-24,MLD-04,Sadeghieh-e Malard Vaccination Center,430,361,305,125,56,0.1551
2022-03-24,MLD-05,Chelab Rural Vaccination Center,299,301,243,56,58,0.1927
2022-03-25,MLD-01,Malard Central Health Center,208,148,139,69,9,0.0608
2022-03-25,MLD-02,Sabashahr Health Center,182,154,135,47,19,0.1234
2022-03-25,MLD-03,Vahedieh Health Center,152,111,102,50,9,0.0811
2022-03-25,MLD-04,Sadeghieh-e Malard Vaccination Center,170,120,110,60,10,0.0833
2022-03-25,MLD-05,Chelab Rural Vaccination Center,114,85,80,34,5,0.0588
2022-03-26,MLD-01,Malard Central Health Center,637,512,462,175,50,0.0977
2022-03-26,MLD-02,Sabashahr Health Center,476,376,327,149,49,0.1303
2022-03-26,MLD-03,Vahedieh Health Center,414,280,269,145,11,0.0393
2022-03-26,MLD-04,Sadeghieh-e Malard Vaccination Center,439,311,268,171,43,0.1383
2022-03-26,MLD-05,Chelab Rural Vaccination Center,346,231,212,134,19,0.0823
2022-03-27,MLD-01,Malard Central Health Center,646,512,474,172,38,0.0742
2022-03-27,MLD-02,Sabashahr Health Center,509,405,339,170,66,0.163
2022-03-27,MLD-03,Vahedieh Health Center,419,310,273,146,37,0.1194
2022-03-27,MLD-04,Sadeghieh-e Malard Vaccination Center,433,355,313,120,42,0.1183
2022-03-27,MLD-05,Chelab Rural Vaccination Center,286,229,199,87,30,0.131
2022-03-28,MLD-01,Malard Central Health Center,577,462,402,175,60,0.1299
2022-03-28,MLD-02,Sabashahr Health Center,474,401,356,118,45,0.1122
2022-03-28,MLD-03,Vahedieh Health Center,491,285,254,237,31,0.1088
2022-03-28,MLD-04,Sadeghieh-e Malard Vaccination Center,408,287,266,142,21,0.0732
2022-03-28,MLD-05,Chelab Rural Vaccination Center,318,266,232,86,34,0.1278
2022-03-29,MLD-01,Malard Central Health Center,696,612,518,178,94,0.1536
2022-03-29,MLD-02,Sabashahr Health Center,498,413,360,138,53,0.1283
2022-03-29,MLD-03,Vahedieh Health Center,418,310,258,160,52,0.1677
2022-03-29,MLD-04,Sadeghieh-e Malard Vaccination Center,379,272,245,134,27,0.0993
2022-03-29,MLD-05,Chelab Rural Vaccination Center,254,184,171,83,13,0.0707
2022-03-30,MLD-01,Malard Central Health Center,621,430,397,224,33,0.0767
2022-03-30,MLD-02,Sabashahr Health Center,533,393,345,188,48,0.1221
2022-03-30,MLD-03,Vahedieh Health Center,383,315,266,117,49,0.1556
2022-03-30,MLD-04,Sadeghieh-e Malard Vaccination Center,384,277,244,140,33,0.1191
2022-03-30,MLD-05,Chelab Rural Vaccination Center,290,234,210,80,24,0.1026
2022-03-31,MLD-01,Malard Central Health Center,506,475,381,125,94,0.1979
2022-03-31,MLD-02,Sabashahr Health Center,431,391,324,107,67,0.1714
2022-03-31,MLD-03,Vahedieh Health Center,338,276,240,98,36,0.1304
2022-03-31,MLD-04,Sadeghieh-e Malard Vaccination Center,327,276,242,85,34,0.1232
2022-03-31,MLD-05,Chelab Rural Vaccination Center,252,216,181,71,35,0.162
2022-04-01,MLD-01,Malard Central Health Center,195,152,134,61,18,0.1184
2022-04-01,MLD-02,Sabashahr Health Center,176,145,122,54,23,0.1586
2022-04-01,MLD-03,Vahedieh Health Center,157,134,118,39,16,0.1194
2022-04-01,MLD-04,Sadeghieh-e Malard Vaccination Center,121,93,81,40,12,0.129
2022-04-01,MLD-05,Chelab Rural Vaccination Center,91,69,62,29,7,0.1014
2022-04-02,MLD-01,Malard Central Health Center,538,503,450,88,53,0.1054
2022-04-02,MLD-02,Sabashahr Health Center,476,358,323,153,35,0.0978
2022-04-02,MLD-03,Vahedieh Health Center,364,286,247,117,39,0.1364
2022-04-02,MLD-04,Sadeghieh-e Malard Vaccination Center,430,347,316,114,31,0.0893
2022-04-02,MLD-05,Chelab Rural Vaccination Center,274,206,178,96,28,0.1359
2022-04-03,MLD-01,Malard Central Health Center,544,485,425,119,60,0.1237
2022-04-03,MLD-02,Sabashahr Health Center,483,399,349,134,50,0.1253
2022-04-03,MLD-03,Vahedieh Health Center,395,308,280,115,28,0.0909
2022-04-03,MLD-04,Sadeghieh-e Malard Vaccination Center,383,260,244,139,16,0.0615
2022-04-03,MLD-05,Chelab Rural Vaccination Center,269,227,197,72,30,0.1322
2022-04-04,MLD-01,Malard Central Health Center,570,399,384,186,15,0.0376
2022-04-04,MLD-02,Sabashahr Health Center,449,350,314,135,36,0.1029
2022-04-04,MLD-03,Vahedieh Health Center,373,305,271,102,34,0.1115
2022-04-04,MLD-04,Sadeghieh-e Malard Vaccination Center,372,290,257,115,33,0.1138
2022-04-04,MLD-05,Chelab Rural Vaccination Center,269,208,187,82,21,0.101
2022-04-05,MLD-01,Malard Central Health Center,445,384,362,83,22,0.0573
2022-04-05,MLD-02,Sabashahr Health Center,495,370,342,153,28,0.0757
2022-04-05,MLD-03,Vahedieh Health Center,395,315,277,118,38,0.1206
2022-04-05,MLD-04,Sadeghieh-e Malard Vaccination Center,365,265,244,121,21,0.0792
2022-04-05,MLD-05,Chelab Rural Vaccination Center,279,225,193,86,32,0.1422
2022-04-06,MLD-01,Malard Central Health Center,535,448,404,131,44,0.0982
2022-04-06,MLD-02,Sabashahr Health Center,420,374,323,97,51,0.1364
2022-04-06,MLD-03,Vahedieh Health Center,372,320,284,88,36,0.1125
2022-04-06,MLD-04,Sadeghieh-e Malard Vaccination Center,335,266,226,109,40,0.1504
2022-04-06,MLD-05,Chelab Rural Vaccination Center,267,239,209,58,30,0.1255
2022-04-07,MLD-01,Malard Central Health Center,407,348,283,124,65,0.1868
2022-04-07,MLD-02,Sabashahr Health Center,417,344,274,143,70,0.2035
2022-04-07,MLD-03,Vahedieh Health Center,306,257,216,90,41,0.1595
2022-04-07,MLD-04,Sadeghieh-e Malard Vaccination Center,279,230,185,94,45,0.1957
2022-04-07,MLD-05,Chelab Rural Vaccination Center,220,182,149,71,33,0.1813
2022-04-08,MLD-01,Malard Central Health Center,155,119,107,48,12,0.1008
2022-04-08,MLD-02,Sabashahr Health Center,150,118,107,43,11,0.0932
2022-04-08,MLD-03,Vahedieh Health Center,121,99,92,29,7,0.0707
2022-04-08,MLD-04,Sadeghieh-e Malard Vaccination Center,126,108,90,36,18,0.1667
2022-04-08,MLD-05,Chelab Rural Vaccination Center,89,73,67,22,6,0.0822
2022-04-09,MLD-01,Malard Central Health Center,482,367,344,138,23,0.0627
2022-04-09,MLD-02,Sabashahr Health Center,422,340,308,114,32,0.0941
2022-04-09,MLD-03,Vahedieh Health Center,378,309,275,103,34,0.11
2022-04-09,MLD-04,Sadeghieh-e Malard Vaccination Center,328,228,205,123,23,0.1009
2022-04-09,MLD-05,Chelab Rural Vaccination Center,229,184,166,63,18,0.0978
2022-04-10,MLD-01,Malard Central Health Center,409,303,276,133,27,0.0891
2022-04-10,MLD-02,Sabashahr Health Center,434,370,307,127,63,0.1703
2022-04-10,MLD-03,Vahedieh Health Center,325,275,238,87,37,0.1345
2022-04-10,MLD-04,Sadeghieh-e Malard Vaccination Center,352,286,268,84,18,0.0629
2022-04-10,MLD-05,Chelab Rural Vaccination Center,242,185,167,75,18,0.0973
2022-04-11,MLD-01,Malard Central Health Center,467,435,361,106,74,0.1701
2022-04-11,MLD-02,Sabashahr Health Center,398,369,312,86,57,0.1545
2022-04-11,MLD-03,Vahedieh Health Center,339,290,254,85,36,0.1241
2022-04-11,MLD-04,Sadeghieh-e Malard Vaccination Center,284,182,162,122,20,0.1099
2022-04-11,MLD-05,Chelab Rural Vaccination Center,232,202,170,62,32,0.1584
2022-04-12,MLD-01,Malard Central Health Center,417,374,325,92,49,0.131
2022-04-12,MLD-02,Sabashahr Health Center,371,270,235,136,35,0.1296
2022-04-12,MLD-03,Vahedieh Health Center,351,264,219,132,45,0.1705
2022-04-12,MLD-04,Sadeghieh-e Malard Vaccination Center,311,260,221,90,39,0.15
2022-04-12,MLD-05,Chelab Rural Vaccination Center,213,169,149,64,20,0.1183
2022-04-13,MLD-01,Malard Central Health Center,442,312,279,163,33,0.1058
2022-04-13,MLD-02,Sabashahr Health Center,404,309,284,120,25,0.0809
2022-04-13,MLD-03,Vahedieh Health Center,324,240,209,115,31,0.1292
2022-04-13,MLD-04,Sadeghieh-e Malard Vaccination Center,251,197,183,68,14,0.0711
2022-04-13,MLD-05,Chelab Rural Vaccination Center,215,188,161,54,27,0.1436
2022-04-14,MLD-01,Malard Central Health Center,387,327,289,98,38,0.1162
2022-04-14,MLD-02,Sabashahr Health Center,282,245,196,86,49,0.2
2022-04-14,MLD-03,Vahedieh Health Center,292,259,204,88,55,0.2124
2022-04-14,MLD-04,Sadeghieh-e Malard Vaccination Center,252,183,159,93,24,0.1311
2022-04-14,MLD-05,Chelab Rural Vaccination Center,156,120,108,48,12,0.1
2022-04-15,MLD-01,Malard Central Health Center,134,105,100,34,5,0.0476
2022-04-15,MLD-02,Sabashahr Health Center,143,124,114,29,10,0.0806
2022-04-15,MLD-03,Vahedieh Health Center,118,101,92,26,9,0.0891
2022-04-15,MLD-04,Sadeghieh-e Malard Vaccination Center,87,68,63,24,5,0.0735
2022-04-15,MLD-05,Chelab Rural Vaccination Center,68,61,52,16,9,0.1475
2022-04-16,MLD-01,Malard Central Health Center,385,318,301,84,17,0.0535
2022-04-16,MLD-02,Sabashahr Health Center,367,276,246,121,30,0.1087
2022-04-16,MLD-03,Vahedieh Health Center,290,224,201,89,23,0.1027
2022-04-16,MLD-04,Sadeghieh-e Malard Vaccination Center,280,243,209,71,34,0.1399
2022-04-16,MLD-05,Chelab Rural Vaccination Center,210,175,157,53,18,0.1029
2022-04-17,MLD-01,Malard Central Health Center,414,359,332,82,27,0.0752
2022-04-17,MLD-02,Sabashahr Health Center,318,245,215,103,30,0.1224
2022-04-17,MLD-03,Vahedieh Health Center,267,213,186,81,27,0.1268
2022-04-17,MLD-04,Sadeghieh-e Malard Vaccination Center,282,221,205,77,16,0.0724
2022-04-17,MLD-05,Chelab Rural Vaccination Center,187,162,139,48,23,0.142
2022-04-18,MLD-01,Malard Central Health Center,381,303,274,107,29,0.0957
2022-04-18,MLD-02,Sabashahr Health Center,376,298,272,104,26,0.0872
2022-04-18,MLD-03,Vahedieh Health Center,233,188,169,64,19,0.1011
2022-04-18,MLD-04,Sadeghieh-e Malard Vaccination Center,272,242,214,58,28,0.1157
2022-04-18,MLD-05,Chelab Rural Vaccination Center,186,155,136,50,19,0.1226
2022-04-19,MLD-01,Malard Central Health Center,366,299,258,108,41,0.1371
2022-04-19,MLD-02,Sabashahr Health Center,298,223,205,93,18,0.0807
2022-04-19,MLD-03,Vahedieh Health Center,301,245,220,81,25,0.102
2022-04-19,MLD-04,Sadeghieh-e Malard Vaccination Center,251,202,179,72,23,0.1139
2022-04-19,MLD-05,Chelab Rural Vaccination Center,216,183,163,53,20,0.1093
2022-04-20,MLD-01,Malard Central Health Center,337,282,252,85,30,0.1064
2022-04-20,MLD-02,Sabashahr Health Center,335,257,234,101,23,0.0895
2022-04-20,MLD-03,Vahedieh Health Center,267,206,183,84,23,0.1117
2022-04-20,MLD-04,Sadeghieh-e Malard Vaccination Center,265,196,173,92,23,0.1173
2022-04-20,MLD-05,Chelab Rural Vaccination Center,198,155,142,56,13,0.0839
2022-04-21,MLD-01,Malard Central Health Center,316,277,227,89,50,0.1805
2022-04-21,MLD-02,Sabashahr Health Center,305,239,207,98,32,0.1339
2022-04-21,MLD-03,Vahedieh Health Center,214,197,166,48,31,0.1574
2022-04-21,MLD-04,Sadeghieh-e Malard Vaccination Center,182,164,143,39,21,0.128
2022-04-21,MLD-05,Chelab Rural Vaccination Center,169,151,124,45,27,0.1788
2022-04-22,MLD-01,Malard Central Health Center,130,117,101,29,16,0.1368
2022-04-22,MLD-02,Sabashahr Health Center,110,90,80,30,10,0.1111
2022-04-22,MLD-03,Vahedieh Health Center,88,72,63,25,9,0.125
2022-04-22,MLD-04,Sadeghieh-e Malard Vaccination Center,89,70,64,25,6,0.0857
2022-04-22,MLD-05,Chelab Rural Vaccination Center,67,53,49,18,4,0.0755
2022-04-23,MLD-01,Malard Central Health Center,335,311,290,45,21,0.0675
2022-04-23,MLD-02,Sabashahr Health Center,336,278,240,96,38,0.1367
2022-04-23,MLD-03,Vahedieh Health Center,271,236,204,67,32,0.1356
2022-04-23,MLD-04,Sadeghieh-e Malard Vaccination Center,238,182,167,71,15,0.0824
